Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH
13:00:00,2.2,1162,-200,18.5,1253,173,796,138,1595,1248,7.1,70.2
14:00:00,2.4,1059,-200,12.6,1070,-200,925,-200,1401,976,6.7,61.0
15:00:00,-200,1083,-200,12.0,1051,-200,939,-200,1390,898,5.1,52.2
16:00:00,-200,1150,-200,15.4,1161,-200,867,-200,1512,1038,4.3,54.0
17:00:00,-200,1321,-200,24.9,1426,-200,720,-200,1859,1395,5.3,51.5
18:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,5.7,50.8
19:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,6.8,51.9
20:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,6.9,53.0
21:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,8.0,54.8
22:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,9.3,57.5
23:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,10.2,60.1
0:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,11.0,63.0
1:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,11.3,65.4
2:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,12.2,67.5
3:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,11.9,72.0
4:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,10.3,70.9
5:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,8.2,70.7
6:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,7.9,75.0
7:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,8.3,75.1
8:00:00,-200,1303,-200,40.2,1776,-200,946,-200,1467,1608,8.2,77.3
9:00:00,4,1137,-200,14.9,1146,188,1144,136,1392,1327,8.3,74.4
10:00:00,2.2,1139,-200,13.8,1109,159,1118,135,1436,1292,6.7,75.0
11:00:00,1.8,1099,-200,12.3,1059,146,1156,115,1416,1114,6.4,76.3
12:00:00,1.6,1088,-200,14.0,1116,127,1128,112,1449,1060,4.9,78.5
13:00:00,1.8,1027,-200,11.8,1041,128,1237,112,1345,915,4.8,77.4
14:00:00,1.6,1014,-200,12.0,1049,120,1200,109,1366,893,3.3,73.8
15:00:00,1.6,969,-200,9.7,968,115,1276,112,1325,768,2.4,61.5
16:00:00,1.3,1120,-200,18.0,1238,-200,1023,-200,1591,1126,3.4,58.1
17:00:00,-200,1131,-200,22.6,1368,-200,933,-200,1707,1284,4.2,62.3
18:00:00,-200,1130,-200,22.7,1368,-200,933,-200,1709,1269,3.5,62.0
19:00:00,-200,1123,-200,20.3,1304,-200,939,-200,1720,1290,3.5,57.7
20:00:00,-200,1069,-200,13.1,1086,-200,1064,-200,1536,1119,4.0,56.2
21:00:00,-200,1021,-200,10.9,1010,-200,1116,-200,1480,1027,4.5,65.3
22:00:00,-200,1101,-200,13.3,1093,-200,1012,-200,1564,1155,5.6,74.6
23:00:00,-200,1026,-200,9.5,960,-200,1072,-200,1471,1078,7.5,78.5
0:00:00,-200,949,-200,6.6,841,-200,1155,-200,1393,954,8.9,80.0
1:00:00,-200,846,-200,3.6,687,-200,1295,-200,1288,726,10.6,83.8
2:00:00,-200,811,-200,2.3,606,-200,1417,-200,1248,656,12.3,83.5
3:00:00,-200,803,-200,2.0,586,-200,1442,-200,1232,573,12.2,81.3
4:00:00,-200,882,-200,4.1,715,-200,1246,-200,1367,780,10.5,82.6
5:00:00,-200,963,-200,6.5,836,-200,1085,-200,1429,920,8.7,76.3
6:00:00,-200,1413,-200,24.8,1424,-200,739,-200,2102,1544,7.9,73.6
7:00:00,-200,1485,-200,34.4,1650,-200,632,-200,2337,1789,7.6,72.3
8:00:00,-200,1354,-200,24.5,1418,-200,749,-200,2043,1629,6.5,69.3
9:00:00,-200,1074,-200,9.0,939,-200,1071,-200,1513,997,5.9,71.7
10:00:00,-200,1022,-200,8.4,914,-200,1132,-200,1446,847,5.2,71.9
11:00:00,-200,1100,-200,11.5,1034,-200,995,-200,1586,958,5.2,68.0
12:00:00,-200,1073,-200,12.1,1052,-200,1009,-200,1574,854,4.9,77.1
13:00:00,-200,1049,-200,10.1,983,-200,1071,-200,1515,782,5.1,77.9
14:00:00,-200,1086,-200,11.9,1048,-200,1016,-200,1580,888,4.0,66.7
15:00:00,-200,1059,-200,11.3,1027,-200,1066,-200,1521,764,3.7,54.1
16:00:00,-200,1244,-200,20.2,1301,-200,842,-200,1801,1170,4.5,49.4
17:00:00,-200,1320,-200,24.8,1423,-200,767,-200,1986,1385,4.7,50.9
18:00:00,-200,1236,-200,20.3,1304,-200,822,-200,1868,1237,3.9,55.9
19:00:00,-200,1136,-200,16.2,1187,-200,904,-200,1735,1127,5.7,59.0
20:00:00,-200,1110,-200,13.3,1093,-200,961,-200,1661,1091,6.1,59.0
21:00:00,-200,1026,-200,10.3,990,-200,1032,-200,1553,972,9.0,61.9
22:00:00,-200,1038,-200,9.6,961,-200,1026,-200,1530,949,10.7,63.6
23:00:00,-200,975,-200,7.8,892,-200,1015,-200,1480,890,11.1,65.8
0:00:00,-200,908,-200,6.1,814,-200,1089,-200,1403,763,11.9,65.2
1:00:00,-200,896,-200,6.2,820,-200,1074,-200,1439,833,11.4,63.6
2:00:00,-200,810,-200,3.8,697,-200,1221,-200,1321,675,11.3,62.6
3:00:00,-200,789,-200,2.8,638,-200,1305,-200,1309,672,11.0,59.6
4:00:00,-200,814,-200,3.4,678,-200,1276,-200,1339,626,10.3,61.4
5:00:00,-200,958,-200,8.2,907,-200,992,-200,1536,882,8.4,63.4
6:00:00,-200,1213,-200,19.2,1274,-200,762,-200,1914,1264,8.3,64.2
7:00:00,-200,1221,-200,22.6,1367,-200,722,-200,2008,1330,8.1,62.2
8:00:00,-200,1245,-200,19.4,1281,-200,774,-200,1952,1324,7.7,61.1
9:00:00,-200,1050,-200,9.6,963,-200,998,-200,1609,901,7.0,63.8
10:00:00,-200,1048,-200,9.8,969,-200,1012,-200,1600,852,6.6,67.3
11:00:00,-200,1141,-200,14.4,1128,-200,902,-200,1738,1009,6.4,64.2
12:00:00,-200,1052,-200,12.1,1053,-200,949,-200,1641,831,6.0,63.4
13:00:00,-200,1152,-200,13.5,1099,-200,908,-200,1706,954,4.4,60.5
14:00:00,-200,1026,-200,12.3,1061,133,982,115,1564,814,4.0,60.4
15:00:00,1.7,1039,-200,12.2,1055,131,966,117,1590,845,3.7,59.7
16:00:00,1.7,1148,-200,12.5,1067,133,887,105,1790,956,2.6,56.2
17:00:00,2.1,1176,-200,13.9,1114,141,843,114,1805,1102,3.2,50.9
18:00:00,2.2,1100,-200,11.4,1028,112,900,103,1710,994,3.6,52.4
19:00:00,1.8,1081,-200,10.4,992,147,959,119,1680,935,1.8,53.2
20:00:00,1.8,976,-200,7.0,858,104,1070,102,1547,839,2.4,52.8
21:00:00,0.9,979,-200,7.0,857,97,1082,96,1546,797,4.6,54.4
22:00:00,1,1092,-200,11.3,1024,128,937,109,1706,968,8.2,55.3
23:00:00,2,1044,-200,9.2,946,138,1009,119,1594,886,10.5,54.7
0:00:00,1.8,940,-200,6.8,849,93,1091,103,1509,764,11.1,56.6
1:00:00,1.1,892,-200,5.1,767,71,1180,84,1466,657,11.1,58.2
2:00:00,0.6,838,-200,3.4,675,-200,1302,-200,1390,540,12.4,59.2
3:00:00,0.3,853,-200,4.3,727,44,1179,59,1417,621,12.9,60.4
4:00:00,-200,738,-200,1.5,545,18,1562,29,1266,450,11.4,63.6
5:00:00,-200,762,-200,2.0,581,41,1588,45,1277,434,9.2,68.7
6:00:00,0.1,841,-200,4.0,713,84,1293,80,1356,559,7.8,69.9
7:00:00,0.5,843,-200,4.0,712,77,1303,77,1343,548,7.2,71.2
8:00:00,0.6,841,-200,4.0,713,73,1326,68,1330,525,6.0,70.4
9:00:00,0.5,862,-200,4.2,721,72,1329,66,1335,522,5.3,72.5
10:00:00,0.7,869,-200,4.5,740,77,1296,70,1366,535,4.2,70.3
11:00:00,0.7,894,-200,6.0,810,82,1204,74,1421,585,3.4,73.3
12:00:00,0.9,844,-200,4.8,755,67,1284,64,1350,521,3.0,71.8
13:00:00,0.7,823,-200,3.8,699,59,1382,60,1311,493,3.2,70.2
14:00:00,0.4,843,-200,4.2,719,61,1353,63,1330,501,3.3,71.8
15:00:00,0.5,865,-200,5.1,767,76,1279,75,1369,559,4.5,70.3
16:00:00,0.6,873,-200,5.6,792,73,1247,79,1397,589,3.1,67.0
17:00:00,0.6,899,-200,5.8,803,87,1221,83,1426,596,4.2,65.4
18:00:00,0.8,921,-200,7.0,856,98,1163,93,1437,681,3.4,63.8
19:00:00,1,937,-200,7.9,893,123,1106,112,1463,783,3.9,65.9
20:00:00,1.2,901,-200,6.5,834,102,1177,103,1408,738,4.3,65.9
21:00:00,1,955,-200,8.5,918,102,1056,93,1511,762,5.6,66.0
22:00:00,1.3,1065,-200,13.7,1106,142,897,112,1707,929,5.5,66.4
23:00:00,2.7,1035,-200,13.8,1110,148,907,125,1652,1044,5.1,66.4
0:00:00,2.7,956,-200,9.1,945,107,1030,107,1509,892,5.5,68.1
1:00:00,1.6,869,-200,6.5,835,61,1078,76,1437,807,5.5,69.1
2:00:00,0.6,831,-200,6.2,822,-200,1085,-200,1418,710,5.0,70.0
3:00:00,0.3,815,-200,5.2,774,43,1113,55,1374,712,5.2,69.9
4:00:00,-200,781,-200,3.1,661,25,1271,37,1299,568,5.3,71.9
5:00:00,0.1,781,-200,2.9,645,32,1295,45,1320,575,5.0,66.8
6:00:00,0.1,828,-200,3.6,690,48,1263,61,1353,658,5.1,69.5
7:00:00,0.2,803,-200,2.7,635,60,1417,67,1272,537,6.4,65.7
8:00:00,0.3,811,-200,3.0,653,52,1411,60,1269,486,10.3,70.6
9:00:00,0.3,844,-200,3.7,696,58,1353,64,1292,507,11.3,68.0
10:00:00,0.4,833,-200,3.8,697,54,1361,64,1294,496,9.8,69.2
11:00:00,0.3,832,-200,4.2,719,52,1318,59,1299,502,9.5,69.8
12:00:00,0.3,771,-200,2.6,626,34,1502,41,1210,430,9.9,67.6
13:00:00,0.1,783,-200,2.8,637,41,1498,46,1215,439,9.9,65.1
14:00:00,0.1,815,-200,4.2,723,41,1378,46,1256,471,6.9,62.5
15:00:00,0.2,912,-200,6.2,819,65,1224,77,1368,589,4.8,59.9
16:00:00,0.6,894,-200,5.2,774,65,1239,83,1339,598,4.7,57.9
17:00:00,0.5,963,-200,7.7,885,84,1102,90,1447,695,5.0,56.4
18:00:00,0.9,990,-200,8.8,930,89,1045,95,1506,739,5.6,56.3
19:00:00,1.1,1025,-200,10.1,980,114,986,113,1591,891,7.0,57.9
20:00:00,1.3,997,-200,9.8,971,127,993,128,1573,930,7.1,58.9
21:00:00,1.5,976,-200,8.4,916,117,1044,117,1515,880,6.4,59.7
22:00:00,1.2,878,-200,5.4,784,46,1181,64,1407,610,5.3,61.2
23:00:00,0.4,836,-200,4.3,728,16,1213,28,1353,518,6.3,61.8
0:00:00,0.2,855,-200,4.8,751,27,1107,46,1418,664,8.6,61.5
1:00:00,0.3,759,-200,2.1,588,4,1323,8,1286,515,10.0,63.9
2:00:00,-200,738,-200,1.4,539,-200,1421,-200,1257,477,9.4,67.4
3:00:00,-200,736,-200,1.3,528,19,1451,32,1254,477,9.2,69.0
4:00:00,-200,765,-200,2.3,609,48,1304,57,1319,581,8.7,66.6
5:00:00,-200,909,-200,6.5,834,82,1031,60,1527,763,8.9,69.6
6:00:00,0.5,1108,-200,14.2,1123,167,804,83,1801,1111,8.6,70.3
7:00:00,1.6,1252,-200,22.7,1369,248,681,129,2120,1390,9.0,68.2
8:00:00,3.6,1175,-200,16.3,1188,213,790,137,1901,1251,9.2,71.3
9:00:00,2.2,1111,-200,14.1,1120,161,839,121,1790,1141,8.8,74.8
10:00:00,1.6,1044,-200,12.6,1069,144,889,123,1683,942,8.8,78.5
11:00:00,1.4,1018,-200,13.1,1088,127,909,120,1677,795,8.7,79.4
12:00:00,1.4,1060,-200,14.2,1122,116,863,119,1721,836,8.6,79.4
13:00:00,1.5,1071,-200,13.8,1110,124,864,121,1733,847,8.5,76.5
14:00:00,1.3,1006,-200,12.1,1054,115,921,111,1636,769,8.1,73.3
15:00:00,1.2,1104,-200,15.7,1171,150,827,128,1803,968,7.8,65.5
16:00:00,1.8,1196,-200,21.4,1336,221,739,159,1971,1157,7.1,60.9
17:00:00,3,1243,-200,25.0,1429,227,687,161,2093,1367,7.0,52.3
18:00:00,3.5,1124,-200,16.6,1199,156,794,116,1858,1101,7.5,49.6
19:00:00,2.4,1020,-200,10.7,1003,97,904,96,1716,916,7.0,48.8
20:00:00,1.1,1035,-200,7.5,878,78,977,69,1694,825,7.6,48.9
21:00:00,0.8,986,-200,5.3,781,60,1063,58,1633,693,8.3,54.0
22:00:00,0.4,1017,-200,6.5,834,61,986,59,1676,734,12.4,56.3
23:00:00,0.6,922,-200,4.7,750,46,1085,45,1585,685,13.9,57.8
0:00:00,0.3,830,-200,2.9,644,17,1235,23,1487,524,14.4,62.9
1:00:00,-200,805,-200,2.0,583,18,1339,26,1494,527,14.8,67.5
2:00:00,-200,760,-200,1.1,505,-200,1527,-200,1413,452,15.1,70.9
3:00:00,-200,783,-200,1.3,529,16,1437,24,1435,466,15.4,73.2
4:00:00,-200,854,-200,2.4,613,39,1272,41,1515,565,13.7,75.0
5:00:00,0.1,985,-200,6.1,816,107,987,65,1677,799,11.5,76.9
6:00:00,0.3,1225,-200,12.5,1067,190,760,94,1922,1102,10.4,75.9
7:00:00,1.4,1313,-200,19.5,1283,236,671,100,2180,1299,9.9,80.7
8:00:00,2.7,1199,-200,15.2,1156,227,758,103,1958,1272,8.7,82.1
9:00:00,2.3,1182,-200,12.0,1051,211,829,89,1870,1206,8.1,77.3
10:00:00,1.8,1173,-200,12.4,1063,201,814,86,1905,1218,7.3,79.7
11:00:00,1.6,1259,-200,15.9,1178,191,722,89,2060,1367,8.0,76.8
12:00:00,1.9,1263,-200,15.7,1171,192,759,88,2029,1290,6.8,74.9
13:00:00,2.5,1156,-200,13.5,1100,143,800,73,1884,1175,6.7,73.2
14:00:00,1.6,1167,-200,12.4,1065,148,808,78,1886,1139,5.9,70.1
15:00:00,1.5,1278,-200,17.1,1213,183,733,95,2041,1293,5.4,62.7
16:00:00,2.5,1342,-200,22.0,1351,216,657,109,2201,1419,5.5,58.5
17:00:00,3.6,1353,-200,19.9,1292,184,683,95,2178,1326,5.9,54.1
18:00:00,3.5,1501,-200,27.9,1501,248,588,101,2486,1517,6.4,54.3
19:00:00,4.8,1355,-200,19.7,1289,221,678,88,2158,1391,7.2,56.3
20:00:00,3.7,1230,-200,15.7,1169,159,737,77,2020,1275,7.9,57.8
21:00:00,2.1,1148,-200,12.0,1048,136,822,75,1883,1168,8.3,63.0
22:00:00,1.6,1171,-200,13.1,1088,168,822,81,1889,1132,9.3,68.0
23:00:00,2.2,1021,-200,9.2,949,95,927,57,1764,977,10.2,69.5
0:00:00,0.8,964,-200,7.5,877,70,958,49,1692,942,11.1,67.1
1:00:00,-200,887,-200,4.9,758,43,1094,38,1622,804,12.8,71.3
2:00:00,-200,885,-200,5.2,773,-200,1051,-200,1641,805,13.1,71.0
3:00:00,-200,830,-200,3.2,662,30,1217,31,1556,704,13.5,73.4
4:00:00,-200,792,-200,2.4,611,22,1280,23,1529,657,13.4,73.0
5:00:00,-200,813,-200,2.8,639,25,1267,22,1538,655,12.1,73.9
6:00:00,-200,890,-200,3.9,703,48,1145,33,1601,751,12.0,73.5
7:00:00,-200,984,-200,6.9,854,73,964,43,1751,885,10.4,75.0
8:00:00,-200,1043,-200,8.5,920,95,925,53,1777,955,9.4,81.3
9:00:00,-200,1054,-200,8.9,936,86,915,54,1791,962,8.9,82.9
10:00:00,-200,1063,-200,8.8,930,102,925,62,1749,957,8.1,80.4
11:00:00,-200,978,-200,7.4,873,80,1003,53,1669,788,7.3,79.3
12:00:00,-200,887,-200,4.7,748,36,1141,34,1560,596,7.3,74.8
13:00:00,-200,887,-200,4.8,754,32,1164,30,1523,560,7.1,75.2
14:00:00,-200,977,-200,6.8,850,46,1035,37,1645,701,6.7,71.9
15:00:00,-200,1043,-200,8.9,934,61,929,47,1707,811,7.0,67.1
16:00:00,-200,1010,-200,8.1,902,59,966,44,1676,724,5.7,63.6
17:00:00,-200,1094,-200,10.5,996,76,876,53,1807,864,5.2,60.9
18:00:00,-200,1223,-200,14.8,1142,145,778,88,1965,1084,5.6,60.1
19:00:00,-200,1109,-200,11.8,1042,140,834,95,1888,998,6.3,56.9
20:00:00,-200,1026,-200,8.7,927,102,915,82,1781,878,6.9,59.1
21:00:00,-200,1036,-200,8.7,928,89,914,59,1787,909,9.2,66.3
22:00:00,-200,963,-200,6.9,853,62,995,43,1732,789,11.6,74.9
23:00:00,-200,996,-200,7.3,868,69,957,51,1741,857,14.0,77.1
0:00:00,-200,999,-200,6.9,853,63,951,49,1756,885,15.0,75.0
1:00:00,-200,893,-200,4.6,741,31,1056,36,1664,743,14.9,75.2
2:00:00,-200,730,-200,1.3,530,-200,1517,-200,1362,445,15.8,69.7
3:00:00,-200,753,-200,1.7,562,17,1420,24,1414,454,15.4,74.4
4:00:00,-200,825,-200,3.2,663,61,1203,58,1504,610,14.4,74.9
5:00:00,-200,1012,-200,10.1,982,184,882,73,1796,1024,13.4,80.1
6:00:00,-200,1221,-200,19.9,1293,248,688,74,2144,1316,12.2,79.4
7:00:00,-200,1215,-200,20.2,1303,220,694,97,2180,1358,11.3,82.6
8:00:00,-200,1234,-200,20.8,1318,243,714,108,2108,2202,9.7,86.6
9:00:00,-200,1138,-200,15.1,1152,164,798,93,1877,1947,8.4,81.4
10:00:00,-200,987,-200,10.9,1009,-200,914,-200,1697,1227,8.2,77.0
11:00:00,-200,980,-200,11.1,1019,-200,921,-200,1720,950,8.0,80.8
12:00:00,-200,966,-200,12.1,1054,-200,885,-200,1742,917,7.0,80.3
13:00:00,-200,905,-200,8.6,923,-200,1025,-200,1582,707,5.7,78.5
14:00:00,-200,903,-200,9.7,968,-200,992,-200,1565,740,4.7,76.6
15:00:00,-200,914,-200,11.0,1014,-200,988,-200,1597,775,4.2,72.3
16:00:00,-200,1050,-200,16.6,1199,-200,849,-200,1781,1035,4.6,64.4
17:00:00,-200,1043,-200,14.7,1139,-200,876,-200,1756,1001,2.7,60.8
18:00:00,-200,1125,-200,19.5,1283,-200,792,-200,1899,1101,3.1,55.3
19:00:00,-200,1058,-200,14.5,1134,-200,855,-200,1797,1034,2.5,46.3
20:00:00,-200,951,-200,7.8,892,-200,1015,-200,1611,786,3.1,47.0
21:00:00,-200,944,-200,7.8,891,-200,1016,-200,1593,844,5.0,55.1
22:00:00,-200,959,-200,7.8,892,-200,996,-200,1616,866,5.8,66.3
23:00:00,-200,974,-200,8.5,919,-200,976,-200,1638,909,7.1,69.9
0:00:00,-200,880,-200,5.7,799,-200,1097,-200,1533,724,7.9,65.3
1:00:00,-200,853,-200,4.5,740,-200,1146,-200,1526,715,8.1,67.6
2:00:00,-200,912,-200,5.6,795,-200,1042,-200,1564,827,8.3,66.4
3:00:00,-200,863,-200,4.6,745,-200,1098,-200,1496,786,8.9,70.0
4:00:00,-200,729,-200,1.2,520,-200,1570,-200,1318,445,7.1,67.8
5:00:00,-200,830,-200,3.4,674,-200,1246,-200,1459,607,5.7,67.1
6:00:00,-200,1198,-200,17.0,1209,-200,779,-200,2058,1213,5.4,65.5
7:00:00,-200,971,-200,10.0,977,-200,921,-200,1667,910,5.4,69.5
8:00:00,-200,885,-200,6.0,812,-200,1100,-200,1495,675,7.3,68.9
9:00:00,-200,862,-200,5.7,798,-200,1148,-200,1456,582,5.8,62.7
10:00:00,-200,892,-200,6.9,853,-200,1080,-200,1509,666,6.2,62.3
11:00:00,-200,933,-200,9.5,960,-200,994,-200,1577,726,5.9,67.1
12:00:00,-200,975,-200,11.1,1017,-200,930,-200,1668,801,5.0,54.5
13:00:00,-200,927,-200,8.1,905,-200,1016,-200,1554,711,4.0,50.3
14:00:00,-200,993,-200,10.2,985,-200,950,-200,1680,790,5.8,39.5
15:00:00,-200,1053,-200,13.3,1093,-200,873,-200,1749,924,5.8,34.4
16:00:00,2.7,1116,-200,16.6,1198,-200,811,-200,1863,1045,6.6,33.4
17:00:00,3.6,1097,-200,16.9,1206,-200,813,-200,1867,1088,7.0,30.8
18:00:00,3.3,1116,-200,17.5,1226,-200,792,-200,1938,1038,6.6,32.0
19:00:00,3.6,1057,-200,13.1,1087,-200,871,-200,1769,981,7.2,32.5
20:00:00,2.9,973,-200,9.2,949,-200,987,-200,1615,820,6.9,33.0
21:00:00,1.9,1016,-200,10.0,977,-200,951,-200,1652,948,8.7,35.0
22:00:00,2,1120,-200,13.1,1088,-200,849,-200,1785,1067,10.0,40.9
23:00:00,2.9,1076,-200,12.9,1080,-200,846,-200,1787,1070,11.8,38.5
0:00:00,2.7,937,-200,7.8,890,-200,970,-200,1625,877,10.7,37.9
1:00:00,1.5,980,-200,9.2,948,-200,888,-200,1702,1028,10.9,39.0
2:00:00,1.6,937,-200,6.9,853,-200,962,-200,1604,969,10.7,41.5
3:00:00,1.3,852,-200,4.5,739,37,1095,63,1525,837,10.6,42.6
4:00:00,0.7,858,-200,4.9,757,57,1066,71,1542,904,8.9,44.2
5:00:00,0.7,963,-200,7.9,894,131,942,91,1702,1065,7.8,46.0
6:00:00,1.2,966,-200,7.4,874,171,969,95,1682,999,7.3,53.1
7:00:00,1.5,983,-200,8.0,901,187,954,96,1691,986,6.9,54.3
8:00:00,1.5,990,-200,7.6,881,133,985,81,1685,874,6.6,55.8
9:00:00,1.6,891,-200,5.3,780,87,1110,68,1543,689,6.4,58.6
10:00:00,1.1,883,-200,5.3,778,61,1130,57,1545,608,6.1,56.0
11:00:00,1.1,914,-200,8.0,900,86,1010,68,1596,706,5.9,55.4
12:00:00,1.4,896,-200,8.4,917,83,1017,72,1577,704,5.7,63.3
13:00:00,1.4,841,-200,6.0,811,61,1135,62,1463,609,5.5,60.2
14:00:00,1,926,-200,7.3,868,80,1048,75,1599,687,4.5,52.1
15:00:00,1.3,1133,-200,10.2,984,110,838,92,1897,976,4.3,40.5
16:00:00,1.9,1042,-200,9.0,939,108,917,89,1744,860,3.7,34.7
17:00:00,1.7,1124,-200,14.0,1118,134,793,105,1915,1021,3.3,33.3
18:00:00,2.3,1157,-200,16.1,1183,133,738,111,1970,1079,3.9,32.6
19:00:00,2.4,989,-200,8.2,906,118,954,102,1681,826,4.3,28.3
20:00:00,1.8,841,-200,3.8,699,17,1123,30,1508,558,4.2,24.5
21:00:00,0.6,916,-200,5.6,791,26,1007,43,1588,679,3.4,28.7
22:00:00,0.8,1008,-200,8.0,900,55,907,67,1681,850,5.0,39.3
23:00:00,1.7,895,-200,5.6,792,39,975,58,1574,733,5.7,48.1
0:00:00,1.1,810,-200,3.8,702,15,1093,24,1529,612,5.2,50.6
1:00:00,0.6,968,-200,6.6,840,47,891,58,1727,788,4.7,53.3
2:00:00,1.1,922,-200,7.0,859,-200,871,-200,1739,728,4.5,55.0
3:00:00,1.1,892,-200,5.2,773,49,926,62,1660,724,5.1,58.1
4:00:00,1,806,-200,2.4,615,21,1172,34,1525,543,5.0,60.9
5:00:00,0.5,827,-200,3.1,659,33,1115,46,1552,616,4.3,60.2
6:00:00,0.7,881,-200,5.2,776,63,1037,62,1623,677,4.3,58.8
7:00:00,1,877,-200,5.9,808,73,1011,70,1614,723,4.3,57.7
8:00:00,1.2,784,-200,2.8,638,51,1314,54,1412,529,3.5,53.8
9:00:00,0.7,806,-200,3.4,675,61,1270,61,1414,528,4.1,59.7
10:00:00,0.9,775,-200,3.0,653,52,1349,53,1365,491,3.9,57.1
11:00:00,0.8,773,-200,3.4,676,49,1331,49,1374,489,3.9,58.5
12:00:00,0.8,734,-200,2.3,603,40,1471,48,1303,450,4.0,57.3
13:00:00,0.5,757,-200,2.7,635,36,1445,45,1345,451,3.9,56.8
14:00:00,0.5,817,-200,3.6,688,51,1299,60,1435,512,3.0,52.9
15:00:00,0.7,815,-200,4.2,720,56,1225,59,1418,525,3.3,54.9
16:00:00,0.9,844,-200,4.9,757,71,1186,67,1445,556,2.7,64.3
17:00:00,1,880,-200,5.9,807,79,1123,72,1510,599,2.8,66.1
18:00:00,1.2,906,-200,6.6,838,117,1084,88,1547,694,3.6,69.3
19:00:00,1.3,904,-200,7.6,882,127,1048,94,1549,744,3.3,75.5
20:00:00,1.6,877,-200,7.0,858,118,1080,89,1535,724,3.5,76.2
21:00:00,1.4,918,-200,7.5,879,130,1030,96,1569,804,4.3,77.4
22:00:00,1.7,930,-200,8.4,914,131,991,98,1631,862,4.5,79.6
23:00:00,1.7,870,-200,7.0,858,102,1061,95,1557,811,4.3,83.0
0:00:00,1.4,793,-200,3.9,703,48,1222,64,1439,627,4.3,82.9
1:00:00,0.8,760,-200,2.6,626,22,1263,38,1386,575,4.9,74.0
2:00:00,0.4,733,-200,2.0,588,-200,1281,-200,1394,589,5.6,71.8
3:00:00,0.3,726,-200,2.1,591,22,1263,34,1386,579,5.7,81.9
4:00:00,-200,732,-200,2.4,613,44,1273,40,1413,605,4.8,83.8
5:00:00,0.5,933,-200,9.6,962,167,867,76,1705,974,5.1,81.0
6:00:00,1.5,1061,-200,15.4,1162,220,777,90,1898,1132,5.3,79.8
7:00:00,2.6,1201,-200,25.0,1428,285,664,118,2249,1378,4.9,76.4
8:00:00,4.3,1065,-200,15.1,1151,272,801,118,1894,1160,4.7,75.7
9:00:00,3.1,1075,-200,17.4,1222,238,774,122,1943,1213,4.6,78.9
10:00:00,2.9,998,-200,14.1,1119,207,832,120,1780,1057,4.0,75.0
11:00:00,2.5,922,-200,11.8,1042,152,887,132,1744,832,4.2,69.5
12:00:00,1.9,1023,-200,14.9,1147,185,829,115,1842,983,4.5,64.9
13:00:00,2.5,1039,-200,16.0,1180,184,833,127,1815,1047,4.1,65.4
14:00:00,2.5,1054,-200,16.5,1195,205,815,126,1848,1078,4.5,67.4
15:00:00,2.8,1022,-200,15.2,1155,172,871,113,1840,979,4.4,75.9
16:00:00,2.3,1082,-200,18.9,1266,227,788,124,1910,1139,4.1,73.0
17:00:00,3.3,1056,-200,19.0,1268,187,786,108,1896,1111,4.3,63.3
18:00:00,2.8,1243,-200,28.9,1524,290,647,142,2281,1470,4.6,55.0
19:00:00,4.8,1029,-200,13.4,1097,155,825,125,1827,980,4.6,53.6
20:00:00,2.5,1004,-200,10.9,1011,108,867,116,1754,893,4.8,55.0
21:00:00,2,979,-200,8.9,937,94,919,101,1683,858,5.9,55.1
22:00:00,1.8,972,-200,8.5,919,103,934,101,1668,904,7.0,54.4
23:00:00,1.7,942,-200,6.7,846,78,980,92,1615,905,6.6,53.6
0:00:00,1.3,825,-200,4.2,720,38,1129,55,1511,678,6.6,50.4
1:00:00,0.7,780,-200,2.5,621,26,1277,42,1452,586,7.3,49.8
2:00:00,0.5,746,-200,1.7,565,-200,1369,-200,1423,608,7.3,52.1
3:00:00,0.4,734,-200,1.4,538,19,1449,30,1400,514,7.0,50.9
4:00:00,0.3,785,-200,2.8,640,35,1265,40,1467,588,6.5,51.1
5:00:00,0.5,946,-200,8.8,931,126,917,69,1745,884,5.7,51.5
6:00:00,1.4,1201,-200,19.4,1279,309,683,100,2144,1338,5.0,51.9
7:00:00,3.3,1377,-200,36.1,1688,376,525,125,2746,1708,4.7,53.1
