Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH
9:00:00,1.8,988,-200,8.5,918,141,1007,94,1393,850,9.8,67.4
10:00:00,1.7,979,-200,8.3,910,123,1028,92,1396,788,9.3,65.7
11:00:00,1.5,1029,-200,10.1,983,129,950,97,1470,879,8.6,61.3
12:00:00,1.9,984,-200,9.1,945,115,990,88,1423,747,9.3,55.8
13:00:00,1.7,985,-200,8.5,919,104,1028,86,1387,700,8.7,48.5
14:00:00,1.5,981,-200,7.7,886,129,1054,99,1363,695,8.0,35.7
15:00:00,1.7,1020,-200,9.0,941,138,1016,95,1425,756,7.7,28.9
16:00:00,1.7,1106,-200,13.4,1097,135,902,105,1552,941,7.2,23.7
17:00:00,2.4,1153,-200,15.6,1168,163,842,121,1644,1021,6.9,23.7
18:00:00,3.1,1215,-200,17.8,1234,180,796,125,1735,1167,6.7,24.0
19:00:00,3.4,1094,-200,12.7,1072,170,888,122,1545,1105,7.6,23.3
20:00:00,3,944,-200,6.4,832,72,1072,81,1350,712,7.4,25.4
21:00:00,1.2,964,-200,7.1,861,69,1014,73,1398,735,6.9,23.3
22:00:00,1.2,1003,-200,7.4,872,79,988,80,1439,851,7.8,24.7
23:00:00,1.3,914,-200,5.2,774,53,1091,65,1323,706,8.1,35.9
0:00:00,1,839,-200,2.4,609,36,1276,59,1286,643,8.5,43.6
1:00:00,0.4,830,-200,2.0,582,30,1310,50,1264,608,8.9,48.1
2:00:00,0.3,812,-200,1.2,521,-200,1413,-200,1233,469,9.4,50.6
3:00:00,0.2,832,-200,1.5,547,15,1320,23,1254,469,10.8,52.0
4:00:00,-200,903,-200,3.1,656,38,1155,37,1361,618,11.9,55.0
5:00:00,0.5,1022,-200,6.3,825,68,931,54,1487,931,12.2,59.1
6:00:00,0.9,1378,-200,19.3,1277,192,628,94,1970,1519,12.0,60.7
7:00:00,2.7,1745,-200,38.9,1748,346,484,139,2605,2054,12.7,60.3
8:00:00,6.5,1326,-200,14.6,1137,225,719,115,1760,1550,13.3,61.6
9:00:00,3.2,1215,-200,12.3,1062,199,794,119,1650,1381,11.4,63.6
10:00:00,2.4,1138,-200,11.0,1015,140,854,103,1604,1115,9.8,63.7
11:00:00,1.9,1244,-200,15.4,1162,162,765,123,1735,1189,9.3,60.5
12:00:00,2.7,1261,-200,17.0,1210,173,736,126,1769,1200,9.6,56.5
13:00:00,2.9,1182,-200,12.5,1066,121,818,106,1663,965,9.1,51.1
14:00:00,2,1208,-200,13.8,1111,133,783,127,1653,1018,9.1,41.0
15:00:00,2.3,1158,-200,10.1,981,96,862,105,1573,775,7.8,38.1
16:00:00,1.9,1346,-200,19.3,1278,141,701,130,1873,1193,8.2,34.9
17:00:00,3,1443,-200,22.7,1371,221,664,160,1988,1425,5.3,30.7
18:00:00,4.4,1440,-200,25.5,1443,232,635,162,2068,1594,5.9,30.8
19:00:00,4.7,1232,-200,15.8,1173,174,751,135,1750,1284,4.9,25.4
20:00:00,3.4,1159,-200,12.3,1061,138,812,122,1648,1174,4.3,25.8
21:00:00,2.4,1081,-200,8.7,929,65,910,75,1518,937,4.2,29.9
22:00:00,1.2,1083,-200,8.3,911,107,883,96,1507,985,3.5,31.1
23:00:00,1.7,1069,-200,7.7,887,70,859,84,1542,1041,3.0,34.5
0:00:00,1.2,940,-200,4.2,724,44,1012,68,1407,867,2.6,40.7
1:00:00,0.7,901,-200,3.0,653,41,1094,65,1367,822,3.9,45.0
2:00:00,0.5,848,-200,1.8,571,-200,1224,-200,1297,624,4.7,50.0
3:00:00,0.3,846,-200,2.2,598,33,1211,52,1332,669,6.8,54.1
4:00:00,-200,848,-200,2.2,598,32,1219,46,1318,628,8.6,57.8
5:00:00,0.3,980,-200,5.7,800,46,983,54,1462,810,9.5,60.6
6:00:00,0.7,1408,-200,20.9,1321,173,618,94,2044,1495,10.9,64.5
7:00:00,3.1,1716,-200,36.7,1701,320,490,155,2545,2018,12.5,63.5
8:00:00,6.2,1475,-200,22.0,1351,294,625,165,2006,1696,12.8,61.0
9:00:00,4.6,1262,-200,13.4,1096,182,772,134,1711,1340,10.9,64.6
10:00:00,2.6,1156,-200,11.5,1034,154,813,122,1640,1123,9.0,60.6
11:00:00,2.1,1192,-200,13.4,1097,118,796,113,1688,971,8.1,61.7
12:00:00,2,1233,-200,15.2,1154,116,746,115,1740,1000,7.8,60.1
13:00:00,2.2,1208,-200,13.0,1083,121,792,118,1702,891,6.2,53.1
14:00:00,2.1,1215,-200,14.0,1116,116,784,125,1715,852,5.7,39.9
15:00:00,2.3,1251,-200,15.5,1165,144,747,135,1774,975,5.6,39.2
16:00:00,2.5,1358,-200,19.3,1278,176,689,149,1899,1192,4.7,35.1
17:00:00,3.4,1379,-200,21.9,1349,214,645,162,1961,1373,4.5,30.5
18:00:00,4.3,1379,-200,21.1,1326,191,659,151,1961,1307,4.5,32.1
19:00:00,3.8,1373,-200,18.4,1252,205,670,154,1889,1325,3.1,28.0
20:00:00,3.8,1197,-200,9.3,950,110,823,118,1592,918,3.2,26.3
21:00:00,2,1238,-200,9.0,940,95,815,103,1622,877,3.1,27.2
22:00:00,1.7,1255,-200,9.6,963,126,781,122,1665,1024,2.4,31.2
23:00:00,2,1164,-200,8.2,908,90,821,102,1574,1019,3.1,38.7
0:00:00,1.5,1046,-200,5.8,803,48,900,73,1490,823,2.1,45.1
1:00:00,0.8,956,-200,3.1,661,38,1043,59,1398,701,3.3,50.2
2:00:00,0.5,885,-200,1.7,565,-200,1217,-200,1329,542,4.1,53.7
3:00:00,0.3,877,-200,1.6,549,14,1265,26,1317,463,6.6,57.4
4:00:00,-200,925,-200,2.3,609,26,1168,35,1363,533,8.0,59.4
5:00:00,0.3,1086,-200,6.6,837,83,885,68,1553,906,10.3,59.3
6:00:00,0.9,1490,-200,19.6,1286,188,593,97,2053,1447,12.3,61.0
7:00:00,2.8,1763,-200,32.9,1617,253,489,146,2503,1835,13.5,62.7
8:00:00,5.4,1462,-200,18.1,1242,149,637,83,1961,1552,13.4,63.1
9:00:00,4,1232,-200,12.4,1062,155,787,117,1707,1092,9.9,60.3
10:00:00,2.2,1239,-200,12.5,1067,146,779,117,1702,1071,8.9,67.1
11:00:00,2.2,1218,-200,12.0,1051,121,796,108,1689,881,8.9,61.9
12:00:00,2,1235,-200,13.3,1094,111,756,107,1729,907,8.3,57.5
13:00:00,2,1196,-200,12.3,1061,116,791,120,1649,899,-200,44.4
14:00:00,1.9,1288,-200,16.0,1179,167,717,150,1799,1074,-200,35.1
15:00:00,2.7,1248,-200,13.7,1108,145,772,138,1701,969,-200,29.0
16:00:00,2.2,1401,-200,21.7,1342,192,663,148,1959,1267,-200,27.7
17:00:00,3.5,1401,-200,23.7,1396,231,645,168,2009,1402,-200,27.4
18:00:00,4.1,1444,-200,22.1,1354,248,655,172,1956,1437,-200,28.8
19:00:00,4.4,1379,-200,20.6,1312,267,683,179,1870,1382,-200,20.5
20:00:00,4.5,1251,-200,13.4,1097,181,771,143,1680,1280,-200,22.4
21:00:00,2.9,1269,-200,12.8,1077,163,773,137,1706,1250,-200,25.2
22:00:00,2.6,1242,-200,12.3,1060,141,745,117,1693,1359,-200,28.2
23:00:00,2.1,1045,-200,6.8,850,78,889,93,1506,1102,-200,34.4
0:00:00,1.2,937,-200,3.8,698,42,1039,64,1382,768,-200,41.1
1:00:00,0.6,875,-200,2.5,622,35,1167,58,1331,656,-200,47.5
2:00:00,0.3,889,-200,2.7,633,-200,1123,-200,1344,683,-200,50.4
3:00:00,0.3,888,-200,2.8,640,33,1089,47,1330,670,-200,52.9
4:00:00,-200,881,-200,2.6,624,38,1135,47,1319,656,-200,54.6
5:00:00,0.3,998,-200,7.0,856,65,894,62,1488,926,-200,55.7
6:00:00,0.7,1517,-200,26.2,1460,296,551,113,2205,1677,-200,55.3
7:00:00,4.2,1522,-200,28.2,1509,303,543,126,2275,1828,-200,56.0
8:00:00,4.8,1417,-200,20.2,1303,244,635,139,1964,1752,-200,55.0
9:00:00,3.4,1329,-200,17.1,1214,216,700,148,1845,1581,-200,53.5
10:00:00,2.8,1203,-200,11.2,1023,137,825,117,1622,1132,-200,55.9
11:00:00,1.8,1234,-200,11.6,1037,120,788,106,1658,1037,-200,57.2
12:00:00,1.9,1286,-200,13.2,1090,100,750,98,1719,1023,-200,53.2
13:00:00,2,1298,-200,12.7,1075,103,749,98,1690,1022,-200,43.4
14:00:00,1.9,1308,-200,13.0,1084,123,757,110,1724,989,-200,35.5
15:00:00,2,1276,-200,13.5,1099,136,783,114,1680,925,-200,29.0
16:00:00,2.3,1234,-200,10.2,985,158,815,122,1572,795,-200,27.6
17:00:00,2.7,1419,-200,20.1,1300,216,670,155,1923,1263,-200,24.1
18:00:00,3.6,1325,-200,19.1,1273,211,716,145,1815,1184,-200,24.5
19:00:00,3.8,1346,-200,17.5,1224,202,715,146,1794,1272,-200,19.6
20:00:00,3.5,1241,-200,13.8,1110,147,772,130,1698,1177,-200,20.3
21:00:00,2.5,1274,-200,13.3,1094,160,771,126,1682,1231,-200,27.1
22:00:00,2.5,1321,-200,14.8,1144,162,732,127,1745,1243,-200,32.1
23:00:00,3,1424,-200,18.0,1240,194,662,126,1841,1427,-200,38.2
0:00:00,3.7,1357,-200,16.0,1178,167,674,124,1782,1454,-200,41.8
1:00:00,3.3,1123,-200,9.7,966,91,770,93,1594,1183,-200,45.9
2:00:00,1.5,1003,-200,6.2,820,-200,902,-200,1455,908,-200,48.2
3:00:00,0.7,951,-200,4.0,713,42,994,58,1385,821,-200,49.5
4:00:00,-200,941,-200,3.6,687,50,1024,59,1374,777,-200,50.8
5:00:00,0.5,986,-200,4.6,745,61,959,66,1426,888,-200,52.5
6:00:00,0.5,1153,-200,9.2,947,107,795,80,1643,1076,-200,55.4
7:00:00,1.2,1323,-200,14.6,1137,139,696,94,1846,1285,-200,57.5
8:00:00,2.2,1315,-200,11.7,1040,165,743,102,1740,1315,-200,62.2
9:00:00,2.2,1303,-200,11.0,1015,139,777,96,1731,1250,-200,61.8
10:00:00,2.1,1238,-200,11.6,1037,113,813,91,1698,978,-200,59.2
11:00:00,1.8,1259,-200,12.9,1080,138,772,104,1736,1072,-200,58.4
12:00:00,2.2,1246,-200,12.6,1070,104,770,84,1747,1064,-200,56.3
13:00:00,2,1154,-200,8.3,912,78,872,76,1605,825,-200,50.1
14:00:00,1.4,1237,-200,10.5,997,97,800,87,1688,924,-200,34.0
15:00:00,1.8,1315,-200,11.7,1041,115,773,101,1767,966,-200,25.7
16:00:00,2.1,1466,-200,15.8,1174,152,680,115,1965,1302,-200,19.8
17:00:00,2.8,1409,-200,13.9,1113,157,710,110,1850,1256,9.5,20.5
18:00:00,2.8,1366,-200,15.7,1171,132,693,103,1933,1068,9.1,18.4
19:00:00,2.7,1241,-200,10.9,1011,98,781,90,1748,1070,8.1,16.9
20:00:00,1.8,1123,-200,6.4,832,65,930,68,1565,792,7.9,15.9
21:00:00,1.2,1321,-200,12.7,1075,101,757,85,1891,1017,7.6,17.1
22:00:00,2.6,1397,-200,15.3,1159,134,681,100,1949,1207,7.5,21.9
23:00:00,3.1,1507,-200,20.5,1311,177,608,114,2107,1499,7.9,24.6
0:00:00,4.1,1405,-200,15.9,1177,179,660,108,1931,1474,8.6,28.4
1:00:00,3.6,1192,-200,10.4,994,105,759,78,1780,1163,9.1,30.5
2:00:00,1.9,1199,-200,12.6,1070,-200,671,-200,1873,1189,9.8,34.4
3:00:00,1.9,973,-200,4.9,761,49,954,55,1501,815,11.2,34.1
4:00:00,-200,864,-200,2.1,591,27,1247,37,1374,507,12.8,35.2
5:00:00,0.3,886,-200,2.2,598,41,1257,53,1374,506,13.4,39.7
6:00:00,0.4,988,-200,4.0,713,78,1092,79,1455,716,14.3,41.5
7:00:00,0.8,1008,-200,4.3,729,68,1034,65,1490,795,14.6,39.8
8:00:00,0.8,976,-200,3.8,698,64,1156,64,1393,594,14.2,41.9
9:00:00,0.8,978,-200,4.1,718,67,1137,66,1392,565,13.8,45.6
10:00:00,0.8,987,-200,4.5,740,54,1105,53,1407,523,13.6,47.0
11:00:00,0.9,1030,-200,5.3,778,67,1071,69,1452,591,13.4,45.0
12:00:00,1.2,955,-200,4.2,723,51,1129,57,1393,559,13.5,40.8
13:00:00,1,924,-200,3.3,673,28,1247,36,1346,430,13.4,32.4
14:00:00,0.8,1005,-200,4.9,758,51,1091,57,1434,522,13.2,20.1
15:00:00,1.1,1059,-200,6.1,816,77,1023,73,1468,641,13.2,17.0
16:00:00,1.5,1079,-200,6.9,851,93,991,81,1490,738,12.5,14.7
17:00:00,1.5,1070,-200,6.8,850,94,997,91,1502,778,12.3,14.6
18:00:00,1.4,1085,-200,5.8,805,69,972,65,1528,718,12.5,17.8
19:00:00,1.1,1066,-200,5.5,787,57,986,56,1552,689,12.6,16.4
20:00:00,0.9,1094,-200,6.1,815,74,934,69,1563,852,12.0,15.3
21:00:00,1,1110,-200,6.0,814,75,948,73,1571,854,10.7,15.8
22:00:00,1.1,968,-200,4.2,719,73,1081,76,1388,664,12.4,22.3
23:00:00,1,906,-200,4.1,714,56,1163,67,1351,544,12.3,28.2
0:00:00,0.7,849,-200,2.4,615,31,1285,44,1276,461,11.4,30.9
1:00:00,0.5,774,-200,1.0,500,13,1536,21,1169,352,11.1,32.1
2:00:00,0.2,746,-200,0.6,450,-200,1807,-200,1111,308,13.4,34.9
3:00:00,-200,753,-200,0.5,437,14,1904,19,1110,301,15.9,36.6
4:00:00,-200,749,-200,0.7,466,23,1803,29,1089,307,15.6,40.7
5:00:00,0.1,864,-200,2.8,642,72,1288,69,1255,441,16.3,36.7
6:00:00,0.5,1002,-200,7.8,893,165,1010,111,1394,775,16.5,43.8
7:00:00,1.6,970,-200,9.7,966,118,944,81,1379,907,16.3,49.0
8:00:00,2,898,-200,6.9,853,85,1066,56,1271,763,16.2,48.3
9:00:00,1.3,847,-200,5.8,800,116,1155,90,1179,649,15.6,49.2
10:00:00,1,847,-200,5.5,788,112,1203,85,1162,598,14.5,53.9
11:00:00,0.9,871,-200,6.8,848,100,1139,83,1208,579,14.0,52.3
12:00:00,1.2,869,-200,7.2,866,109,1107,85,1212,596,13.5,47.8
13:00:00,1.3,875,-200,6.9,854,111,1160,85,1200,595,12.6,40.7
14:00:00,1.1,895,-200,7.5,878,109,1122,81,1238,607,12.0,28.2
15:00:00,1.2,926,-200,7.7,885,114,1101,92,1259,662,10.5,23.1
16:00:00,1.4,996,-200,12.0,1048,139,959,108,1397,822,10.0,21.3
17:00:00,2,997,-200,13.5,1100,157,896,106,1392,987,9.8,18.0
18:00:00,2.4,1006,-200,12.0,1048,147,925,114,1416,966,8.0,20.8
19:00:00,2.1,895,-200,6.7,845,102,1072,96,1241,763,7.9,19.1
20:00:00,1.2,862,-200,4.8,751,73,1154,77,1213,617,7.0,19.8
21:00:00,0.7,858,-200,4.8,756,65,1159,73,1209,564,7.2,19.7
22:00:00,0.7,853,-200,5.0,762,76,1134,86,1184,646,6.7,20.7
23:00:00,0.8,859,-200,4.3,727,65,1120,84,1187,753,6.4,24.3
0:00:00,0.5,837,-200,2.7,634,41,1200,56,1150,669,6.0,29.8
1:00:00,0.2,746,-200,0.9,493,17,1522,31,1063,435,6.3,33.6
2:00:00,-200,752,-200,1.2,515,-200,1472,-200,1068,436,7.7,35.7
3:00:00,-200,742,-200,0.9,489,19,1559,30,1048,403,10.2,36.1
4:00:00,-200,774,-200,1.7,560,45,1386,51,1107,532,11.3,39.5
5:00:00,0.1,798,-200,2.6,630,40,1291,45,1125,536,10.6,40.1
6:00:00,0.2,1002,-200,8.8,932,101,949,82,1405,917,11.1,42.5
7:00:00,1.1,1210,-200,22.2,1356,183,657,100,1786,1481,12.6,46.2
8:00:00,3,1058,-200,15.3,1158,149,820,91,1459,1187,13.3,46.7
9:00:00,2.1,1106,-200,14.0,1118,207,885,130,1451,1220,11.2,45.7
10:00:00,2.6,1153,-200,18.5,1253,289,815,155,1541,1381,8.8,41.8
11:00:00,3.2,1047,-200,13.5,1101,159,913,114,1391,1103,7.2,42.6
12:00:00,2.1,1091,-200,15.8,1172,162,874,127,1459,1105,6.5,36.8
13:00:00,2.2,1162,-200,18.5,1253,173,796,138,1595,1248,5.8,35.4
14:00:00,2.4,1059,-200,12.6,1070,-200,925,-200,1401,976,5.5,28.3
15:00:00,-200,1083,-200,12.0,1051,-200,939,-200,1390,898,5.8,32.6
16:00:00,-200,1150,-200,15.4,1161,-200,867,-200,1512,1038,5.4,33.1
17:00:00,-200,1321,-200,24.9,1426,-200,720,-200,1859,1395,6.4,30.1
18:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,7.0,29.5
19:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,7.2,28.5
20:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,7.9,27.1
21:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,7.4,26.2
22:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,7.7,26.8
23:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,8.1,32.8
0:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,6.7,39.5
1:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,6.8,44.7
2:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,8.9,48.4
3:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,11.6,52.9
4:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,13.5,53.0
5:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,13.8,52.6
6:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,13.4,49.5
7:00:00,-200,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,12.9,49.0
8:00:00,-200,1303,-200,40.2,1776,-200,946,-200,1467,1608,13.3,52.5
9:00:00,4,1137,-200,14.9,1146,188,1144,136,1392,1327,13.0,53.0
10:00:00,2.2,1139,-200,13.8,1109,159,1118,135,1436,1292,12.5,54.4
11:00:00,1.8,1099,-200,12.3,1059,146,1156,115,1416,1114,12.2,52.1
12:00:00,1.6,1088,-200,14.0,1116,127,1128,112,1449,1060,12.6,48.5
13:00:00,1.8,1027,-200,11.8,1041,128,1237,112,1345,915,13.3,42.9
14:00:00,1.6,1014,-200,12.0,1049,120,1200,109,1366,893,13.5,39.4
15:00:00,1.6,969,-200,9.7,968,115,1276,112,1325,768,14.1,30.9
16:00:00,1.3,1120,-200,18.0,1238,-200,1023,-200,1591,1126,14.0,30.6
17:00:00,-200,1131,-200,22.6,1368,-200,933,-200,1707,1284,13.5,27.7
18:00:00,-200,1130,-200,22.7,1368,-200,933,-200,1709,1269,13.2,27.2
19:00:00,-200,1123,-200,20.3,1304,-200,939,-200,1720,1290,13.6,24.3
20:00:00,-200,1069,-200,13.1,1086,-200,1064,-200,1536,1119,13.7,23.8
21:00:00,-200,1021,-200,10.9,1010,-200,1116,-200,1480,1027,13.5,24.3
22:00:00,-200,1101,-200,13.3,1093,-200,1012,-200,1564,1155,12.5,29.1
23:00:00,-200,1026,-200,9.5,960,-200,1072,-200,1471,1078,13.2,37.1
0:00:00,-200,949,-200,6.6,841,-200,1155,-200,1393,954,13.1,43.6
1:00:00,-200,846,-200,3.6,687,-200,1295,-200,1288,726,13.8,47.3
2:00:00,-200,811,-200,2.3,606,-200,1417,-200,1248,656,13.7,49.1
3:00:00,-200,803,-200,2.0,586,-200,1442,-200,1232,573,14.0,51.7
4:00:00,-200,882,-200,4.1,715,-200,1246,-200,1367,780,15.0,52.1
5:00:00,-200,963,-200,6.5,836,-200,1085,-200,1429,920,16.9,53.7
6:00:00,-200,1413,-200,24.8,1424,-200,739,-200,2102,1544,16.6,53.5
7:00:00,-200,1485,-200,34.4,1650,-200,632,-200,2337,1789,16.4,48.7
8:00:00,-200,1354,-200,24.5,1418,-200,749,-200,2043,1629,16.1,48.4
9:00:00,-200,1074,-200,9.0,939,-200,1071,-200,1513,997,15.7,54.8
10:00:00,-200,1022,-200,8.4,914,-200,1132,-200,1446,847,15.4,59.0
11:00:00,-200,1100,-200,11.5,1034,-200,995,-200,1586,958,15.2,58.0
12:00:00,-200,1073,-200,12.1,1052,-200,1009,-200,1574,854,14.7,54.9
13:00:00,-200,1049,-200,10.1,983,-200,1071,-200,1515,782,14.4,50.5
14:00:00,-200,1086,-200,11.9,1048,-200,1016,-200,1580,888,14.3,41.4
15:00:00,-200,1059,-200,11.3,1027,-200,1066,-200,1521,764,14.0,32.2
16:00:00,-200,1244,-200,20.2,1301,-200,842,-200,1801,1170,13.7,31.4
17:00:00,-200,1320,-200,24.8,1423,-200,767,-200,1986,1385,13.1,34.9
18:00:00,-200,1236,-200,20.3,1304,-200,822,-200,1868,1237,13.2,35.5
19:00:00,-200,1136,-200,16.2,1187,-200,904,-200,1735,1127,12.8,34.6
20:00:00,-200,1110,-200,13.3,1093,-200,961,-200,1661,1091,12.9,30.5
21:00:00,-200,1026,-200,10.3,990,-200,1032,-200,1553,972,12.4,34.7
22:00:00,-200,1038,-200,9.6,961,-200,1026,-200,1530,949,13.0,38.1
23:00:00,-200,975,-200,7.8,892,-200,1015,-200,1480,890,12.3,43.1
0:00:00,-200,908,-200,6.1,814,-200,1089,-200,1403,763,12.8,46.9
1:00:00,-200,896,-200,6.2,820,-200,1074,-200,1439,833,13.1,49.8
2:00:00,-200,810,-200,3.8,697,-200,1221,-200,1321,675,12.8,50.4
3:00:00,-200,789,-200,2.8,638,-200,1305,-200,1309,672,13.1,49.1
4:00:00,-200,814,-200,3.4,678,-200,1276,-200,1339,626,13.7,46.7
5:00:00,-200,958,-200,8.2,907,-200,992,-200,1536,882,14.0,45.0
6:00:00,-200,1213,-200,19.2,1274,-200,762,-200,1914,1264,14.4,47.3
7:00:00,-200,1221,-200,22.6,1367,-200,722,-200,2008,1330,14.1,44.3
8:00:00,-200,1245,-200,19.4,1281,-200,774,-200,1952,1324,14.1,46.3
9:00:00,-200,1050,-200,9.6,963,-200,998,-200,1609,901,14.1,43.4
10:00:00,-200,1048,-200,9.8,969,-200,1012,-200,1600,852,14.0,40.6
11:00:00,-200,1141,-200,14.4,1128,-200,902,-200,1738,1009,13.8,36.9
12:00:00,-200,1052,-200,12.1,1053,-200,949,-200,1641,831,13.4,35.0
13:00:00,-200,1152,-200,13.5,1099,-200,908,-200,1706,954,13.2,34.9
14:00:00,-200,1026,-200,12.3,1061,133,982,115,1564,814,13.0,34.1
15:00:00,1.7,1039,-200,12.2,1055,131,966,117,1590,845,12.7,30.8
16:00:00,1.7,1148,-200,12.5,1067,133,887,105,1790,956,12.0,26.3
17:00:00,2.1,1176,-200,13.9,1114,141,843,114,1805,1102,13.2,28.9
18:00:00,2.2,1100,-200,11.4,1028,112,900,103,1710,994,12.4,33.1
19:00:00,1.8,1081,-200,10.4,992,147,959,119,1680,935,13.1,35.2
20:00:00,1.8,976,-200,7.0,858,104,1070,102,1547,839,11.8,34.2
21:00:00,0.9,979,-200,7.0,857,97,1082,96,1546,797,12.3,29.4
22:00:00,1,1092,-200,11.3,1024,128,937,109,1706,968,12.0,31.0
23:00:00,2,1044,-200,9.2,946,138,1009,119,1594,886,11.7,36.2
0:00:00,1.8,940,-200,6.8,849,93,1091,103,1509,764,12.1,38.0
1:00:00,1.1,892,-200,5.1,767,71,1180,84,1466,657,12.5,41.6
2:00:00,0.6,838,-200,3.4,675,-200,1302,-200,1390,540,12.8,40.8
3:00:00,0.3,853,-200,4.3,727,44,1179,59,1417,621,13.4,44.7
4:00:00,-200,738,-200,1.5,545,18,1562,29,1266,450,13.4,49.8
5:00:00,-200,762,-200,2.0,581,41,1588,45,1277,434,13.6,49.4
6:00:00,0.1,841,-200,4.0,713,84,1293,80,1356,559,13.8,57.4
7:00:00,0.5,843,-200,4.0,712,77,1303,77,1343,548,13.7,60.6
8:00:00,0.6,841,-200,4.0,713,73,1326,68,1330,525,13.6,63.7
9:00:00,0.5,862,-200,4.2,721,72,1329,66,1335,522,13.4,64.5
10:00:00,0.7,869,-200,4.5,740,77,1296,70,1366,535,13.3,67.4
11:00:00,0.7,894,-200,6.0,810,82,1204,74,1421,585,13.2,63.7
12:00:00,0.9,844,-200,4.8,755,67,1284,64,1350,521,12.9,56.4
13:00:00,0.7,823,-200,3.8,699,59,1382,60,1311,493,12.6,47.4
14:00:00,0.4,843,-200,4.2,719,61,1353,63,1330,501,12.0,34.1
15:00:00,0.5,865,-200,5.1,767,76,1279,75,1369,559,11.9,25.1
16:00:00,0.6,873,-200,5.6,792,73,1247,79,1397,589,12.0,18.2
17:00:00,0.6,899,-200,5.8,803,87,1221,83,1426,596,11.4,15.7
18:00:00,0.8,921,-200,7.0,856,98,1163,93,1437,681,11.2,17.1
19:00:00,1,937,-200,7.9,893,123,1106,112,1463,783,11.5,11.8
20:00:00,1.2,901,-200,6.5,834,102,1177,103,1408,738,10.7,10.0
21:00:00,1,955,-200,8.5,918,102,1056,93,1511,762,10.0,10.9
22:00:00,1.3,1065,-200,13.7,1106,142,897,112,1707,929,9.2,20.0
23:00:00,2.7,1035,-200,13.8,1110,148,907,125,1652,1044,8.8,28.2
0:00:00,2.7,956,-200,9.1,945,107,1030,107,1509,892,8.7,34.3
1:00:00,1.6,869,-200,6.5,835,61,1078,76,1437,807,8.9,36.6
2:00:00,0.6,831,-200,6.2,822,-200,1085,-200,1418,710,9.9,38.5
3:00:00,0.3,815,-200,5.2,774,43,1113,55,1374,712,11.8,41.6
4:00:00,-200,781,-200,3.1,661,25,1271,37,1299,568,13.0,45.4
5:00:00,0.1,781,-200,2.9,645,32,1295,45,1320,575,14.7,46.3
6:00:00,0.1,828,-200,3.6,690,48,1263,61,1353,658,15.1,51.6
7:00:00,0.2,803,-200,2.7,635,60,1417,67,1272,537,15.7,53.3
8:00:00,0.3,811,-200,3.0,653,52,1411,60,1269,486,15.8,55.1
9:00:00,0.3,844,-200,3.7,696,58,1353,64,1292,507,14.6,49.6
10:00:00,0.4,833,-200,3.8,697,54,1361,64,1294,496,14.3,51.6
11:00:00,0.3,832,-200,4.2,719,52,1318,59,1299,502,14.1,48.6
12:00:00,0.3,771,-200,2.6,626,34,1502,41,1210,430,13.1,49.1
13:00:00,0.1,783,-200,2.8,637,41,1498,46,1215,439,12.0,41.7
14:00:00,0.1,815,-200,4.2,723,41,1378,46,1256,471,10.7,30.9
15:00:00,0.2,912,-200,6.2,819,65,1224,77,1368,589,10.0,24.9
16:00:00,0.6,894,-200,5.2,774,65,1239,83,1339,598,9.4,23.5
17:00:00,0.5,963,-200,7.7,885,84,1102,90,1447,695,8.5,22.5
18:00:00,0.9,990,-200,8.8,930,89,1045,95,1506,739,8.4,21.6
19:00:00,1.1,1025,-200,10.1,980,114,986,113,1591,891,6.9,18.4
20:00:00,1.3,997,-200,9.8,971,127,993,128,1573,930,6.2,15.4
21:00:00,1.5,976,-200,8.4,916,117,1044,117,1515,880,7.0,16.2
22:00:00,1.2,878,-200,5.4,784,46,1181,64,1407,610,6.5,20.9
23:00:00,0.4,836,-200,4.3,728,16,1213,28,1353,518,7.7,26.5
0:00:00,0.2,855,-200,4.8,751,27,1107,46,1418,664,8.2,28.3
1:00:00,0.3,759,-200,2.1,588,4,1323,8,1286,515,8.8,30.7
2:00:00,-200,738,-200,1.4,539,-200,1421,-200,1257,477,9.7,30.6
3:00:00,-200,736,-200,1.3,528,19,1451,32,1254,477,11.7,33.1
4:00:00,-200,765,-200,2.3,609,48,1304,57,1319,581,13.1,37.9
