nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i1_dep_2_p,i1_dep_2_e,i1_dep_2_place,i1_rcf_2_p,i1_rcf_2_e,i1_rcf_2_place,i1_dep_3_p,i1_dep_3_e,i1_dep_3_place,i1_rcf_3_p,i1_rcf_3_e,i1_rcf_3_place,i1_dlv_p,i1_dlv_e,i1_hops,i2_legid,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i2_rcf_1_p,i2_rcf_1_e,i2_rcf_1_place,i2_dep_2_p,i2_dep_2_e,i2_dep_2_place,i2_rcf_2_p,i2_rcf_2_e,i2_rcf_2_place,i2_dep_3_p,i2_dep_3_e,i2_dep_3_place,i2_rcf_3_p,i2_rcf_3_e,i2_rcf_3_place,i2_dlv_p,i2_dlv_e,i2_hops,i3_legid,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_1_e,i3_dep_1_place,i3_rcf_1_p,i3_rcf_1_e,i3_rcf_1_place,i3_dep_2_p,i3_dep_2_e,i3_dep_2_place,i3_rcf_2_p,i3_rcf_2_e,i3_rcf_2_place,i3_dep_3_p,i3_dep_3_e,i3_dep_3_place,i3_rcf_3_p,i3_rcf_3_e,i3_rcf_3_place,i3_dlv_p,i3_dlv_e,i3_hops,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dep_2_p,o_dep_2_e,o_dep_2_place,o_rcf_2_p,o_rcf_2_e,o_rcf_2_place,o_dep_3_p,o_dep_3_e,o_dep_3_place,o_rcf_3_p,o_rcf_3_e,o_rcf_3_place,o_dlv_p,o_dlv_e,o_hops,legs
493,6825,5478,5207,90,310,700,735,461,187,0,0,0,0,0,0,0,0,0,0,0,0,3780,80033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4853,2213,1800,155,510,187,1195,1047,349,540,627,349,390,306,721,0,0,0,0,0,0,485,759,2,1
494,14280,1444,22,420,1822,349,1046,790,441,0,0,0,0,0,0,0,0,0,0,0,0,1049,1368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2922,1375,1143,195,367,441,665,702,349,555,486,349,377,228,721,0,0,0,0,0,0,863,1545,2,1
495,12441,215,64,150,261,281,135,231,815,0,0,0,0,0,0,0,0,0,0,0,0,2880,585,1,11211,496,212,150,374,485,400,136,815,0,0,0,0,0,0,0,0,0,0,0,0,2880,3088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8797,1144,132,90,1039,815,1220,974,700,15,263,700,695,231,561,0,0,0,0,0,0,3780,5692,2,2
496,5624,1714,1491,240,423,609,770,831,128,285,413,128,1260,367,485,0,0,0,0,0,0,3960,565,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4941,115,68,180,182,485,150,218,349,0,0,0,0,0,0,0,0,0,0,0,0,385,37,1,1
497,11013,196,166,150,116,281,410,180,815,0,0,0,0,0,0,0,0,0,0,0,0,3480,822,1,9521,90,61,150,117,614,455,151,815,0,0,0,0,0,0,0,0,0,0,0,0,5005,917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4082,45,30,135,104,815,295,153,527,0,0,0,0,0,0,0,0,0,0,0,0,5100,57,1,2
498,723,2681,2152,180,668,671,1170,1068,349,1795,1857,349,413,353,603,0,0,0,0,0,0,1532,2784,2,5010,2293,1004,180,1409,597,1050,987,815,830,846,815,530,557,603,0,0,0,0,0,0,5250,1244,2,11659,1947,1834,240,304,809,725,524,128,170,391,128,1080,665,603,0,0,0,0,0,0,3960,17710,2,11227,302,292,140,105,603,330,264,349,715,773,349,905,965,411,1350,1223,411,1125,853,308,315,719,3,3
499,2695,2556,1667,150,1005,456,790,757,128,0,0,0,0,0,0,0,0,0,0,0,0,4200,1431,1,8548,326,21,240,497,308,860,571,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,477,1,4710,330,303,150,172,366,450,332,281,580,634,281,145,459,128,0,0,0,0,0,0,2850,5133,2,8958,1570,329,240,1434,128,975,736,403,0,0,0,0,0,0,0,0,0,0,0,0,3960,1049,1,3
500,50,397,5,300,625,609,820,780,815,0,0,0,0,0,0,0,0,0,0,0,0,5315,15,1,9399,223,211,150,103,614,455,187,815,0,0,0,0,0,0,0,0,0,0,0,0,5005,869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535,1201,79,90,1153,815,1210,1005,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,273,1,2
501,7889,147,80,210,212,663,255,104,815,1395,1577,815,810,683,441,0,0,0,0,0,0,5040,1390,2,5112,1823,1752,240,247,238,1680,966,349,1556,2287,349,1334,788,441,0,0,0,0,0,0,621,821,2,640,11660,10400,540,1872,411,1065,772,349,1690,1880,349,1938,862,441,0,0,0,0,0,0,1367,1063,2,9077,1665,446,90,1232,441,725,447,579,0,0,0,0,0,0,0,0,0,0,0,0,3780,5429,1,3
502,10059,1011,58,240,1136,815,995,802,671,0,0,0,0,0,0,0,0,0,0,0,0,4680,370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6549,2133,1638,150,619,671,1010,761,128,1600,1902,128,615,663,622,0,0,0,0,0,0,4230,986,2,1
503,10127,10861,7540,90,3949,187,1245,801,128,0,0,0,0,0,0,0,0,0,0,0,0,3780,2245,1,2944,283,138,90,265,579,1005,723,128,0,0,0,0,0,0,0,0,0,0,0,0,3780,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7034,417,332,150,189,128,185,213,524,0,0,0,0,0,0,0,0,0,0,0,0,4230,524,1,2
504,1542,1843,1663,300,434,371,750,762,555,0,0,0,0,0,0,0,0,0,0,0,0,1560,8782,1,3222,2910,2809,300,359,690,750,613,555,0,0,0,0,0,0,0,0,0,0,0,0,1560,3234,1,9863,1251,263,240,1166,815,705,653,555,0,0,0,0,0,0,0,0,0,0,0,0,5760,850,1,8650,14854,14852,300,264,555,735,625,371,0,0,0,0,0,0,0,0,0,0,0,0,1560,158,1,3
505,8472,7129,6993,90,162,113,1105,750,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,492,1,8488,2700,1908,90,841,413,855,508,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,83,1,1844,1875,470,90,1429,431,1745,1505,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,56,1,3462,809,724,90,143,700,800,397,671,0,0,0,0,0,0,0,0,0,0,0,0,3780,1395,1,3
506,7152,1059,288,240,951,233,395,155,398,0,0,0,0,0,0,0,0,0,0,0,0,9700,4394,1,11527,166,145,150,144,128,805,172,398,0,0,0,0,0,0,0,0,0,0,0,0,3600,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11823,1224,940,150,388,398,180,240,128,1600,1564,128,510,681,579,0,0,0,0,0,0,4230,9586,2,2
507,12755,34,46,180,104,166,225,148,128,990,1079,128,2805,269,614,0,0,0,0,0,0,1620,4749,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9422,1428,1387,150,128,614,155,188,815,905,875,815,285,125,281,0,0,0,0,0,0,5100,119,2,1
508,10094,1263,336,90,957,281,1200,1030,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,94,1,7807,1123,899,90,256,485,1240,932,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,14,1,11748,37994,36988,90,1036,815,1210,912,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,6,1,2177,4715,4394,90,348,700,705,299,403,0,0,0,0,0,0,0,0,0,0,0,0,3780,1081,1,3
509,1742,1065,814,300,525,815,835,1015,809,0,0,0,0,0,0,0,0,0,0,0,0,3960,371,1,14165,1515,1145,240,575,128,785,632,809,0,0,0,0,0,0,0,0,0,0,0,0,3960,834,1,4885,88,194,240,82,770,380,156,128,460,717,128,790,557,809,0,0,0,0,0,0,3960,2811,2,11828,520,393,300,431,809,910,706,371,0,0,0,0,0,0,0,0,0,0,0,0,3960,170,1,3
510,5696,1109,210,180,1019,597,1050,902,815,0,0,0,0,0,0,0,0,0,0,0,0,6460,781,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11749,37993,37012,90,1011,815,1210,979,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,8,1,1
511,6934,904,29,240,1079,128,970,791,456,0,0,0,0,0,0,0,0,0,0,0,0,3960,1369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9371,1425,444,90,1007,456,880,511,700,110,497,700,2315,1418,411,0,0,0,0,0,0,3420,1512,2,1
512,4989,140,47,240,273,476,975,762,815,0,0,0,0,0,0,0,0,0,0,0,0,5040,2227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11085,1051,59,240,1416,815,940,776,476,0,0,0,0,0,0,0,0,0,0,0,0,6990,3670,1,1
513,12005,1734,266,250,1672,597,910,938,349,0,0,0,0,0,0,0,0,0,0,0,0,550,400,1,955,1254,954,180,437,671,900,889,349,0,0,0,0,0,0,0,0,0,0,0,0,550,3388,1,52,3683,2645,300,1309,789,1050,1144,128,720,501,128,780,752,349,0,0,0,0,0,0,3960,2034,2,11183,404,257,270,389,349,1115,1276,597,0,0,0,0,0,0,0,0,0,0,0,0,335,6633,1,3
514,12205,4310,3089,90,1716,128,1430,1114,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,233,1,8343,20648,20566,90,440,113,1110,874,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,2877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6471,4322,4011,90,361,700,845,531,628,0,0,0,0,0,0,0,0,0,0,0,0,3780,549,1,2
515,8669,1109,917,240,388,695,915,836,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,1849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13938,85,12,150,210,128,475,201,493,0,0,0,0,0,0,0,0,0,0,0,0,3960,7,1,1
516,8801,2092,165,240,2154,128,960,687,476,0,0,0,0,0,0,0,0,0,0,0,0,3960,73,1,4415,1326,263,240,1241,815,930,786,476,0,0,0,0,0,0,0,0,0,0,0,0,6990,1101,1,14194,1255,576,90,709,299,820,440,700,560,944,700,1625,1153,476,0,0,0,0,0,0,3780,1235,2,5442,21935,20113,90,2847,476,2250,1886,700,2670,2056,700,890,513,108,0,0,0,0,0,0,3780,192,2,3
517,4780,132,42,135,172,815,285,185,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,99,1,5335,42,9,150,137,128,120,120,485,0,0,0,0,0,0,0,0,0,0,0,0,4230,30,1,8500,459,431,150,130,377,280,203,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,903,1,6276,1032,724,90,343,485,1240,892,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,19,1,3
518,7149,999,991,240,188,233,395,142,398,0,0,0,0,0,0,0,0,0,0,0,0,9700,2848,1,7016,888,261,240,807,233,395,149,398,0,0,0,0,0,0,0,0,0,0,0,0,9700,1383,1,7243,779,288,240,671,233,380,131,398,0,0,0,0,0,0,0,0,0,0,0,0,9700,1771,1,8212,1042,331,150,807,398,190,236,128,350,324,128,780,618,561,0,0,0,0,0,0,4230,629,2,3
519,6707,6875,6740,360,449,485,725,666,431,0,0,0,0,0,0,0,0,0,0,0,0,1140,489,1,2296,823,524,90,356,700,1865,1365,431,0,0,0,0,0,0,0,0,0,0,0,0,3780,2910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9566,262,116,180,336,431,1245,943,149,0,0,0,0,0,0,0,0,0,0,0,0,6680,1107,1,2
520,9532,1194,1161,150,122,614,455,181,815,0,0,0,0,0,0,0,0,0,0,0,0,3565,891,1,10994,916,180,240,916,281,415,214,815,0,0,0,0,0,0,0,0,0,0,0,0,5160,56,1,11021,314,283,150,122,281,405,170,815,0,0,0,0,0,0,0,0,0,0,0,0,3170,488,1,9325,37993,32296,90,5723,815,1220,934,700,0,0,0,0,0,0,0,0,0,0,0,0,4625,1281,1,3
521,4866,466,556,240,103,770,380,129,128,460,729,128,790,541,809,0,0,0,0,0,0,3960,1216,2,1636,1170,177,420,1382,815,830,1175,809,0,0,0,0,0,0,0,0,0,0,0,0,3960,216,1,13737,1266,25,240,1436,128,785,470,809,0,0,0,0,0,0,0,0,0,0,0,0,3960,248,1,1537,364,271,300,389,809,775,624,349,0,0,0,0,0,0,0,0,0,0,0,0,3960,7421,1,3
522,819,1335,1129,300,481,555,2035,676,256,0,0,0,0,0,0,0,0,0,0,0,0,2760,2161,1,8611,1884,456,240,1212,485,900,2024,256,0,0,0,0,0,0,0,0,0,0,0,0,840,1085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11938,121,51,240,265,256,370,126,815,0,0,0,0,0,0,0,0,0,0,0,0,6225,637,1,2
523,7211,37750,37704,90,643,233,1420,1141,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12997,1409,242,90,1197,700,850,470,628,0,0,0,0,0,0,0,0,0,0,0,0,3780,25905,1,1
524,8416,907,111,110,887,377,285,195,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11452,144,166,300,232,485,470,339,423,0,0,0,0,0,0,0,0,0,0,0,0,4020,7790,1,1
525,5019,1087,157,180,1050,597,1050,1010,815,0,0,0,0,0,0,0,0,0,0,0,0,5040,705,1,59,231,82,300,376,431,775,570,815,0,0,0,0,0,0,0,0,0,0,0,0,5320,1092,1,11335,619,671,420,333,485,415,143,815,0,0,0,0,0,0,0,0,0,0,0,0,5160,28,1,8714,1124,89,90,1079,815,1220,979,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,2,1,3
526,4011,833,164,210,819,233,1000,785,815,0,0,0,0,0,0,0,0,0,0,0,0,5165,694,1,6059,890,247,120,717,603,355,136,815,0,0,0,0,0,0,0,0,0,0,0,0,5510,2799,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476,4029,1659,90,2431,815,1210,1093,700,430,523,700,1060,741,113,0,0,0,0,0,0,3780,130,2,2
527,8397,3624,2991,90,661,113,1130,747,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2494,732,453,90,305,700,860,432,584,0,0,0,0,0,0,0,0,0,0,0,0,3780,46,1,1
528,339,1264,419,150,947,456,1030,750,128,850,1146,128,650,398,411,0,0,0,0,0,0,4230,1784,2,5373,877,324,240,748,610,410,205,128,1285,1493,128,915,368,411,0,0,0,0,0,0,3960,6163,2,2902,34,3,150,128,461,125,109,128,1085,1121,128,650,350,411,0,0,0,0,0,0,4230,3010,2,5408,3191,1800,90,1421,411,1875,1545,700,300,654,700,790,387,635,0,0,0,0,0,0,3780,882,2,3
529,1381,38054,37066,90,1019,815,1220,986,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,212,1,7970,1294,264,90,1063,281,1200,833,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,1973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9102,602,505,150,213,700,845,1005,128,520,421,128,735,609,548,0,0,0,0,0,0,4230,4485,2,2
530,2937,2219,1217,240,1197,815,265,184,614,0,0,0,0,0,0,0,0,0,0,0,0,5460,7163,1,1673,1273,636,240,884,128,4105,221,614,0,0,0,0,0,0,0,0,0,0,0,0,320,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9492,235,206,150,114,614,455,148,815,0,0,0,0,0,0,0,0,0,0,0,0,3565,923,1,2
531,8352,471,18,120,503,236,390,207,815,1225,1417,815,810,690,441,0,0,0,0,0,0,5100,173,2,12976,816,658,90,210,671,820,536,700,765,1032,700,1115,672,441,0,0,0,0,0,0,3780,188,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7829,4215,4012,90,234,441,1110,836,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,45,1,2
532,3546,350,171,135,257,815,845,726,371,0,0,0,0,0,0,0,0,0,0,0,0,5220,1673,1,8029,430,245,300,442,555,735,554,371,0,0,0,0,0,0,0,0,0,0,0,0,1560,214,1,4244,349,114,150,328,815,845,733,371,0,0,0,0,0,0,0,0,0,0,0,0,5220,1792,1,7852,4536,4387,395,515,371,830,1079,325,1750,1489,325,1570,738,584,0,0,0,0,0,0,7350,1168,2,3
533,3369,2623,1719,150,999,597,725,845,128,1055,942,128,145,209,238,0,0,0,0,0,0,4230,1111,2,5901,2095,1901,240,404,441,970,801,128,30,321,128,2700,2279,238,0,0,0,0,0,0,3960,2870,2,13923,447,1,240,634,490,1035,895,128,2610,2683,128,2700,2530,238,0,0,0,0,0,0,3960,1342,2,11246,1098,52,240,1244,238,435,184,128,75,329,128,965,753,597,0,0,0,0,0,0,3960,3100,2,3
534,11724,33285,32266,90,1049,815,1210,1010,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,9,1,2725,1409,943,90,506,485,1240,1012,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14434,808,335,90,506,700,1935,1458,431,0,0,0,0,0,0,0,0,0,0,0,0,3780,1317,1,2
535,151,1477,1044,300,673,609,830,740,815,0,0,0,0,0,0,0,0,0,0,0,0,5310,69,1,9472,147,103,150,131,614,455,168,815,0,0,0,0,0,0,0,0,0,0,0,0,3565,891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4367,1072,96,240,1159,815,1020,856,671,0,0,0,0,0,0,0,0,0,0,0,0,4680,385,1,2
536,14294,630,429,90,227,700,845,549,628,0,0,0,0,0,0,0,0,0,0,0,0,3780,784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10132,980,250,300,976,628,920,673,128,75,285,128,1080,823,721,0,0,0,0,0,0,3960,1514,2,1
537,4540,250,50,135,304,815,285,248,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11282,1394,788,240,783,485,775,409,281,0,0,0,0,0,0,0,0,0,0,0,0,3600,3580,1,1
538,1111,39,138,240,85,770,380,121,128,1975,2243,128,920,682,308,0,0,0,0,0,0,3960,162,2,5861,50,189,300,111,548,395,287,308,0,0,0,0,0,0,0,0,0,0,0,0,2040,83,1,14548,1841,1509,150,447,398,185,209,128,865,824,128,650,722,308,0,0,0,0,0,0,4230,14871,2,8010,675,154,300,781,308,925,917,597,0,0,0,0,0,0,0,0,0,0,0,0,2760,212,1,3
539,230,428,167,165,363,555,855,603,815,0,0,0,0,0,0,0,0,0,0,0,0,3780,81,1,14664,207,8,240,379,403,1075,901,815,0,0,0,0,0,0,0,0,0,0,0,0,5400,1509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4290,44,35,135,84,815,280,159,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,95,1,2
540,173,169,84,165,188,555,855,603,815,0,0,0,0,0,0,0,0,0,0,0,0,5220,139,1,5039,1416,592,180,944,597,1050,981,815,0,0,0,0,0,0,0,0,0,0,0,0,5040,2206,1,159,468,8,270,669,216,735,605,815,0,0,0,0,0,0,0,0,0,0,0,0,5315,1102,1,1496,1319,339,90,1010,815,1210,1005,700,1815,2043,700,945,691,742,0,0,0,0,0,0,3780,1741,2,3
541,13023,672,338,90,402,700,1935,1378,431,0,0,0,0,0,0,0,0,0,0,0,0,3780,7618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4953,354,379,300,215,431,795,545,815,1250,1505,815,740,813,206,0,0,0,0,0,0,5100,4793,2,1
542,2884,1158,898,180,441,671,1200,904,349,2795,3051,349,2049,806,778,0,0,0,0,0,0,846,1089,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5575,1513,1287,600,809,778,1345,1313,349,0,0,0,0,0,0,0,0,0,0,0,0,385,331,1,1
543,837,3594,1555,180,2155,299,685,1405,149,1415,708,149,565,481,571,0,0,0,0,0,0,7020,3774,2,840,934,362,180,721,299,710,1286,149,1110,505,149,585,585,571,0,0,0,0,0,0,6960,2352,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,861,352,150,616,571,140,173,128,470,448,128,660,700,671,0,0,0,0,0,0,4230,217,2,2
544,10228,1731,1601,90,211,413,860,613,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,1691,1,1587,1322,299,90,1053,815,1210,989,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14250,953,160,90,824,700,845,597,628,0,0,0,0,0,0,0,0,0,0,0,0,3780,1146,1,2
545,8036,1422,1253,150,401,411,585,645,128,340,154,128,130,119,166,0,0,0,0,0,0,4230,4079,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12751,1738,241,150,1583,166,140,148,128,845,942,128,800,1424,356,0,0,0,0,0,0,4230,14522,2,1
546,3106,3863,3533,90,703,671,815,557,700,3695,3614,700,1840,1346,308,0,0,0,0,0,0,3780,1118,2,950,1614,1264,420,1735,548,517,373,308,0,0,0,0,0,0,0,0,0,0,0,0,318,630,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892,5163,2771,90,890,308,1040,3577,233,0,0,0,0,0,0,0,0,0,0,0,0,3780,650,1,2
547,6356,963,227,240,936,128,970,769,456,0,0,0,0,0,0,0,0,0,0,0,0,3960,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5896,721,549,90,200,456,905,586,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,150,1,1
548,194,1505,1174,300,568,609,820,637,815,0,0,0,0,0,0,0,0,0,0,0,0,5315,143,1,251,203,135,150,151,431,795,612,815,0,0,0,0,0,0,0,0,0,0,0,0,2880,2784,1,5049,1065,174,180,1011,597,1050,979,815,0,0,0,0,0,0,0,0,0,0,0,0,5400,1577,1,9310,1205,71,90,1163,815,1220,944,700,195,485,700,585,151,257,0,0,0,0,0,0,3780,1276,2,3
549,5990,35,35,120,61,727,125,124,101,0,0,0,0,0,0,0,0,0,0,0,0,3000,2480,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8435,932,286,180,774,101,220,146,128,595,680,128,655,143,166,0,0,0,0,0,0,3710,1009,2,1
550,8523,1726,1060,420,1058,349,945,784,700,0,0,0,0,0,0,0,0,0,0,0,0,350,811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11327,4702,4457,90,302,700,705,285,403,0,0,0,0,0,0,0,0,0,0,0,0,3780,1075,1,1
551,2080,2021,1741,90,328,700,1315,1090,256,0,0,0,0,0,0,0,0,0,0,0,0,3780,3278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11531,1451,491,240,1145,256,1820,1490,662,0,0,0,0,0,0,0,0,0,0,0,0,3840,298,1,1
552,13919,1463,1085,90,403,206,805,436,700,4120,4500,700,920,709,538,0,0,0,0,0,0,3780,863,2,6094,5966,4703,90,1282,233,1370,1233,700,440,596,700,935,618,538,0,0,0,0,0,0,3780,388,2,7313,8883,7427,180,1609,485,885,623,149,1885,2114,149,1070,958,538,0,0,0,0,0,0,6900,510,2,8292,1407,553,90,884,538,960,612,700,390,745,700,1390,1432,233,0,0,0,0,0,0,3780,564,2,3
553,8106,2650,2323,90,360,441,1110,856,700,135,410,700,795,415,671,0,0,0,0,0,0,3780,1844,2,8853,1350,720,90,678,700,800,423,671,0,0,0,0,0,0,0,0,0,0,0,0,3780,843,1,11639,1370,616,180,892,609,1060,949,671,0,0,0,0,0,0,0,0,0,0,0,0,4080,1183,1,4442,1562,1392,90,209,671,800,508,700,850,1129,700,735,380,187,0,0,0,0,0,0,3780,2258,2,3
554,1804,1154,536,240,833,128,815,529,409,0,0,0,0,0,0,0,0,0,0,0,0,3960,1099,1,13660,677,116,240,757,128,815,519,409,0,0,0,0,0,0,0,0,0,0,0,0,3960,4266,1,7439,506,460,385,396,371,835,666,325,520,454,325,3960,4169,409,0,0,0,0,0,0,5280,1230,2,14153,255,101,180,276,409,505,520,281,0,0,0,0,0,0,0,0,0,0,0,0,2880,173,1,3
